sample_id,relative_path,split,label,subject_id,session_id,clip_id,device_id,attack_type,attack_instrument_id,capture_time,sha256,dhash,height,width,bytes,brightness,contrast,blur,exact_component_id,near_component_id,status,reason_code
3919e264a2dfb1fb480f,test/images/17743421951846933.jpg,test,1,,,,,,,,fedef4a60390530dc043f60a3fc29d46e83187ce0f694cd35fbd4dce3f2fc1a2,8d07a3a7898f974e,244,217,16109,86.949328,42.864853,155.525803,exact-ddfa7e2d711c,near-18d1746ff716,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
fcc9a8aeb87b031730e5,test/images/17743421952914205.jpg,test,1,,,,,,,,a643d2414f19c47d255f16d5cbcf95869e778d3ba7de3282bc9e2930e6843635,8d0723a7898f970e,240,213,15203,87.968858,42.616173,156.467504,exact-81f8ad04da60,near-18d1746ff716,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
02976ca50003bc99de88,test/images/17743421954945192.jpg,test,1,,,,,,,,75dd6babf4bbfb9d2f58a57c54b41cf0ef7936d8b9e3e4d561aabdbf3bced286,cd03a3a7cd8f974e,244,217,15557,85.574262,42.686376,146.398916,exact-8326e2028b85,near-18d1746ff716,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
c0465427e83cd9299115,test/images/1774342196646112.jpg,test,1,,,,,,,,46b9000af79aeecadd54258ba2f396e55655a068aae7f2151334938f473a0d27,cd8723a78a8f8782,244,217,15519,85.749811,43.883686,153.012841,exact-8bae6f6623ba,near-43d9b6cc9894,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
b20daf5d94b57b87ae01,test/images/17743421983203192.jpg,test,1,,,,,,,,8a09e5b08e65df0352860effcfc3a78d9ef12d418df5712b7dd31b594867192f,8f87a3a3a3070f06,225,200,13314,81.382600,42.669021,156.181668,exact-15b6edd2c28b,near-60e2d74e03e2,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
1c0aef0b25c53e60a47d,test/images/17743421991277554.jpg,test,1,,,,,,,,107c1ede69da528e16a97a6afa197c1907e6d13639c5631118728c40eadd9742,8f0707431b9b8b9e,221,196,12752,92.575192,42.846870,166.469937,exact-eadba53927ca,near-6b4083a19e44,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
59ea393de7187bdaf355,test/images/17743421996171257.jpg,test,1,,,,,,,,3508de0f392f4927a405a8a8f85485b690aff6948447d1c60d25c26e7061b831,0f0723230b0f0f06,214,190,11109,81.381112,42.510131,144.328402,exact-458489e501a2,near-d6b1e3bf3af6,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
5f0bc549afd7ea1ff39c,test/images/1774342199632863.jpg,test,1,,,,,,,,3508de0f392f4927a405a8a8f85485b690aff6948447d1c60d25c26e7061b831,0f0723230b0f0f06,214,190,11109,81.381112,42.510131,144.328402,exact-458489e501a2,near-d6b1e3bf3af6,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
8309c0ecca999ae9a53e,test/images/17743421997210863.jpg,test,1,,,,,,,,7e1b04d1f1278183a890ddbc1573023bb333b1f7b17a2dab22c61507a75a0c2e,0f072323090f0f06,213,189,10879,81.537198,42.350567,140.260811,exact-42a4255a6aa0,near-d6b1e3bf3af6,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
5a806e034e7d3b4044f0,test/images/17743422000279398.jpg,test,1,,,,,,,,a50629bb53fabaed32a726b35dc42d09150ec8711c080168a89323db3ba8be7b,0f072323090f0706,217,193,11490,79.468518,42.990299,162.813466,exact-db258260c789,near-d6b1e3bf3af6,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
1938a66d8976ff949631,test/images/1774342201345822.jpg,test,1,,,,,,,,e382244925a51126321da5b563ef6e1081339ca29ee3debddded2703aafe5c4e,8d0727270a0f070e,224,199,11544,82.685032,43.728534,138.009613,exact-6e171f6ec7f5,near-d6b1e3bf3af6,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
157c90a6a771d5595266,test/images/17743422016183121.jpg,test,1,,,,,,,,20396290224d0151907917cb3535ab3053cbec5175cb324af5399100671aced6,0f272327090f0707,198,176,9392,87.602646,42.767672,120.716511,exact-dc7e62debbbb,near-d6b1e3bf3af6,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
70912b9207182c0f868c,test/images/17743422019022639.jpg,test,1,,,,,,,,6aa7100e972360951c8bb4850dfb68280d712e1852ad0269f5578cdb022703a2,4703232f0f0f0f0e,209,186,9927,80.484437,43.105210,103.050654,exact-37d1542d7c00,near-37d1542d7c00,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
b3fc8f9905a7260b8c34,test/images/17743422019201434.jpg,test,1,,,,,,,,6aa7100e972360951c8bb4850dfb68280d712e1852ad0269f5578cdb022703a2,4703232f0f0f0f0e,209,186,9927,80.484437,43.105210,103.050654,exact-37d1542d7c00,near-37d1542d7c00,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
15b9dd4f311a23604841,test/images/17743422030971766.jpg,test,1,,,,,,,,43120d3a12725bb530c87a62667a8a10b96b21bb784b3584347e40b2c6807753,8f97170b0b0f070e,197,175,9609,94.721595,46.623646,102.336516,exact-172bf7d3f850,near-e075a2073445,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
a8c94b789278000ea08a,test/images/17743422031137505.jpg,test,1,,,,,,,,43120d3a12725bb530c87a62667a8a10b96b21bb784b3584347e40b2c6807753,8f97170b0b0f070e,197,175,9609,94.721595,46.623646,102.336516,exact-172bf7d3f850,near-e075a2073445,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
b3e238e81501bb78a17f,test/images/17743422059540951.jpg,test,1,,,,,,,,f048485f256d5016f25cf408cc45f8f67a9f24893d6c46d9f71461237d78a226,0c5d4f191b1f0f04,180,160,8081,87.956632,42.230933,75.021269,exact-3abcb9e6a95d,near-a690660a0a4f,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
e5a92040aed20d7f6968,test/images/17743422065350606.jpg,test,1,,,,,,,,44c5606cbf86284d6f9054deeed0bed5906f56f2693335e52b1022f72609f1e7,0c0c061313130706,182,162,8386,80.491351,43.759999,103.866759,exact-cbca55cf621f,near-8e0b925ba705,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
7b540783004398d8523f,test/images/17743422068151307.jpg,test,1,,,,,,,,7a2e2e5c7a85aa75574b9a9c5c2d26150208162308e5029d5e88cb2cfb45887a,0c0c061333330706,183,163,7927,79.679574,43.572864,87.971400,exact-4941f8aca24f,near-8e0b925ba705,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
5de3a920170539f60bc8,test/images/17743422079411714.jpg,test,1,,,,,,,,48d5c94a8d1370c9173dc25a02d2246ff81f018511294498fb23f270c1789ad2,080939210d0f0f0f,178,158,7830,78.452745,32.952856,58.400360,exact-79c36eab8390,near-af992fb56af4,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
ce82a78ca3ef09d2a5ab,test/images/17743422080321221.jpg,test,1,,,,,,,,b3280095adf32759affbaca13e8d96726215cd05f3db0977ef0481c0739a47a0,093931212d0d0f0f,171,152,7018,76.900739,29.408685,53.197024,exact-4d9a8389508d,near-4d9a8389508d,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
bf06cd2bf4b1f186bd6e,test/images/17743422081077878.jpg,test,1,,,,,,,,b0b96479b65ceb1dd810cd6696595d0e4c517db594f76958aa24b7569c23f2cc,01193131050d0f0f,172,153,7345,72.143373,30.064727,70.253849,exact-1491edf95548,near-1491edf95548,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
b23ff3ec45f517654a4e,test/images/17743422082614813.jpg,test,1,,,,,,,,f610f463090442c39a529eda59d007b8970d0d099d0068d8c14fc2086f7907af,1307313115070f0f,176,157,7421,68.098618,31.900702,84.452262,exact-ed6f1d0a1d0d,near-ed6f1d0a1d0d,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
202d5a588921e163d6fd,test/images/17743422121794252.jpg,test,1,,,,,,,,9eda3ebb473de3a3e8c9bca63143e55e17d1b1c1edd344ec7391af8151e1aaba,99070d4337673607,168,150,7302,87.397619,39.007314,90.562316,exact-3c60cda1e58c,near-3c60cda1e58c,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
7f868391e225b2f1f066,test/images/17743422127726681.jpg,test,1,,,,,,,,da3176c2afb291f3d409e4d6d3ee1ef71f4aae33004ac44727f2d00803a6e512,030b1d1b050f0f0b,187,166,7739,80.144836,35.555401,46.951112,exact-a04541784873,near-a04541784873,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
767cfacd86f4a1775427,test/images/17743422146750593.jpg,test,1,,,,,,,,7f1cb6e5274ec9c545aee667685ba86682f2163169805e6fcbac119abb619c97,9129146d0d0f0f0c,213,189,9908,78.771617,41.178007,60.779505,exact-f67d0ece91ca,near-f67d0ece91ca,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
23cf42e8292f286e17ae,test/images/1774342214767711.jpg,test,1,,,,,,,,2fa26c6b244cb409071eba6504f0b6e845e0a110272a09c50688e635822cd265,a149554d0d0f0f0c,198,176,8832,80.149277,38.768749,52.384992,exact-0e2a4f8f7ccd,near-0e2a4f8f7ccd,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
2aeb2c9ba55e73ae53d5,test/images/17743422148556204.jpg,test,1,,,,,,,,8cd35d3a297be3005c59472207b35a09368b3415c787d6e9baf4e443a3827675,115955590b0f1f5c,193,171,9369,79.856952,38.318623,59.633266,exact-a355a32f27b2,near-a355a32f27b2,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
287cd6287829aa73264e,test/images/17743422148866951.jpg,test,1,,,,,,,,8cd35d3a297be3005c59472207b35a09368b3415c787d6e9baf4e443a3827675,115955590b0f1f5c,193,171,9369,79.856952,38.318623,59.633266,exact-a355a32f27b2,near-a355a32f27b2,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
c8d2b6baf663d24cfca9,test/images/17743422152785244.jpg,test,1,,,,,,,,9588312760cf3b7973e89f6a2cc847170d7c25e7d67b38e7181b4d4a908c4044,cc04862e0f870f00,247,219,13062,72.138853,44.662082,110.074694,exact-ee40670f8183,near-ee40670f8183,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
54130347f0814551b65d,test/images/17743422156253161.jpg,test,1,,,,,,,,681c1907080dd78d3506195f36ce06b100ed3579c0fe183da6ad03efd7a18d2b,cc04272b0b0f070a,232,206,12268,75.377657,43.145430,127.530946,exact-dc6254b696cb,near-310e827e74fd,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
b3f1e09b6bc50b402db9,test/images/17743422157737815.jpg,test,1,,,,,,,,8e649e352fc5dfbd822a34358b0336ca737a5d2adbef76dbf2287804c8499e18,cc04a72b0b0f870a,229,204,11992,75.747966,42.979635,123.757632,exact-3de9ed7ef370,near-310e827e74fd,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
feeae51c2ef5cfe939b1,test/images/17743422159257455.jpg,test,1,,,,,,,,a5d42cd873b2713a66bc3603a01a58b720f9b394e51eca867d777a5f11da80b1,4c84a72b0b0f070a,229,204,11853,75.238548,42.861404,122.530791,exact-b10fd0cf950e,near-310e827e74fd,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
f93b26b9cf1358809578,test/images/17743422160447793.jpg,test,1,,,,,,,,a789cbe87642151abc29696a4750e0789d23324e498fcb25fb9f71de0a6b0551,4c84272b0b8f070a,228,202,11710,75.736234,42.577227,113.478655,exact-4f9564dae254,near-310e827e74fd,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
808d0ba5563523365988,test/images/17743422164802449.jpg,test,1,,,,,,,,b20369d5a2c7680893205b6b12c9d91e1025056aabd94de80e85becf6827b36e,51012f27070f070a,221,196,9897,72.412965,38.824484,84.324972,exact-33c44c820a97,near-33c44c820a97,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
f40eae1441915f08897a,test/images/17743422173430085.jpg,test,1,,,,,,,,41e4d9cc8c3be536f33f8aa1586bd0cbd64418b237c74dcc1c1fd6cb8eacc2db,83031f4b4b0f0f0e,213,189,10701,65.678739,38.298081,105.752898,exact-ed44194c4a80,near-a0220459d8a2,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
f22045e756d13ce00cae,test/images/17743422175537193.jpg,test,1,,,,,,,,5b9407a54262430cd1ccd40d0260acb77666843de29873d9668b1a80fe69abc1,03031f0b0b0f0f0e,209,186,10419,65.698950,37.748733,105.009460,exact-fcf24812170e,near-a0220459d8a2,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
54608a515b2e1423cfdd,test/images/17743422176743672.jpg,test,1,,,,,,,,f999186325139450566aa812b4bbd29cf07647eb0679a7d27e0458727cb1e156,03031f0b0b0f0f0e,213,189,10720,64.743175,38.040773,108.008420,exact-520f02db991d,near-a0220459d8a2,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
29de1c6769a0017794ec,test/images/17743422182902536.jpg,test,1,,,,,,,,8f062a2a05d40b356eadf69bb9a40396fad0122caf6a99046f8209fe6c507c13,8707030b090f0f0e,202,180,9746,69.549092,38.332823,94.618747,exact-517f5979c71a,near-a0220459d8a2,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
42390eddfbd3eb7ecd3d,test/images/17743422183294847.jpg,test,1,,,,,,,,47d10c26c7f0c6aabd79e8fde5b5f57cd6d82a755226c1d28f259e0f9fd16d24,8707130f090f0f0e,205,182,9911,69.083624,38.453132,94.823670,exact-e6ec32f89862,near-a0220459d8a2,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
bc3c8f569d2019920bb2,test/images/17743422185433116.jpg,test,1,,,,,,,,4eaade0e9c287ce1f9bb2c10d2571a2c41dd79f97e6136a98962573b1dffa77b,0703030f090f0f0e,202,180,9714,69.383856,38.259734,90.682472,exact-05cac8a48834,near-a0220459d8a2,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
b3e191002967fded7100,test/images/17743422185702045.jpg,test,1,,,,,,,,4eaade0e9c287ce1f9bb2c10d2571a2c41dd79f97e6136a98962573b1dffa77b,0703030f090f0f0e,202,180,9714,69.383856,38.259734,90.682472,exact-05cac8a48834,near-a0220459d8a2,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
75a12bed62cb9e8c2d2b,test/images/17743422186578465.jpg,test,1,,,,,,,,1c748c2763ac1fe577772d8581f49bb1b8922de33508d326f54d32e24d15584a,8707130f0d0f0f0e,205,182,9637,68.954731,38.586299,89.395432,exact-c37a0cb2399b,near-a0220459d8a2,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
63869e1dde2847f5bda4,test/images/17743422186738577.jpg,test,1,,,,,,,,1c748c2763ac1fe577772d8581f49bb1b8922de33508d326f54d32e24d15584a,8707130f0d0f0f0e,205,182,9637,68.954731,38.586299,89.395432,exact-c37a0cb2399b,near-a0220459d8a2,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
1cdfd1bbd78f6105a639,test/images/1774342218730987.jpg,test,1,,,,,,,,75c9a8004d801d791d393de6404718d4022c51c572a63eaa11caa658ef85c199,0703130d0d0f0f0e,203,181,9508,68.056555,38.698964,90.378369,exact-662021820a24,near-a0220459d8a2,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
b2e63095565dd165b8c1,test/images/17743422187818732.jpg,test,1,,,,,,,,75c9a8004d801d791d393de6404718d4022c51c572a63eaa11caa658ef85c199,0703130d0d0f0f0e,203,181,9508,68.056555,38.698964,90.378369,exact-662021820a24,near-a0220459d8a2,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
37e63cea1e4d828a0d5d,test/images/17743422188330693.jpg,test,1,,,,,,,,91e14a62d2cf7d4d00aa9533fa04f3ede11de5afb8087b943de0c04d01ebbd8f,0703131d0d0f0f0e,206,183,9501,68.080482,38.909286,91.442613,exact-4ff7eaa19213,near-a0220459d8a2,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
4f1ed18f47ed713a5d5e,test/images/17743422189230769.jpg,test,1,,,,,,,,2fad218d40f9d2e50ae94d6a8cdb3c1c56b1ce24a9257ab26cc7970114066a70,8707130f4d0f0f0e,206,183,9444,68.552523,38.837115,90.335610,exact-f29f6a533452,near-a0220459d8a2,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
ed9b41f98b1b270ebfe9,test/images/1774342219088091.jpg,test,1,,,,,,,,b42b75c4bc9c4518741d0a60dccd8ff847430ab309238100e1d435c5478c9b45,8707130f090f0f0e,205,182,9439,69.049960,38.667380,85.270729,exact-e8d90dd8e86d,near-a0220459d8a2,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
6921a16554b1a2033fba,test/images/17743422203786972.jpg,test,1,,,,,,,,398c82acaa2eb04b1344f1dcabc1865b95059179cce6c6fe499361bd63a03992,070743471d0f0f0f,195,174,7976,74.501886,35.746486,67.564734,exact-d2ac5c9b6564,near-d2ac5c9b6564,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
23e9e2423c1ab3168de4,test/images/17743422209829106.jpg,test,1,,,,,,,,88030e74adfcbf440ed35f4046d0e845191513f7061bb149267b7c1c6f6de79b,0b83322a0b07070f,198,176,8829,72.918302,37.603658,89.211247,exact-5597f81fc742,near-5597f81fc742,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
7455a254886caa89f5d9,test/images/17743422213856277.jpg,test,1,,,,,,,,2e07837fb77f5acf3e34d124528dafde39d32bfec13b83889cdf4521344ef228,0ba525250d0f070e,211,188,9869,68.138147,38.260242,84.741748,exact-33339ef05c9c,near-e5e2080391b8,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
8996f39de8dd20e355dc,test/images/1774342223036774.jpg,test,1,,,,,,,,0e78a80ce474c979afc216b4bec77a828a6dfef9c3701d60fa3cfe904baa190c,0f0727270b0f070c,205,182,9552,71.946341,33.726796,99.383894,exact-85107918176a,near-d6b1e3bf3af6,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
94ef37e282d3906f4be4,test/images/17743422231293888.jpg,test,1,,,,,,,,7749cf6b7902516585c274e58267021f6c85e2583d7c13f0c88a0d00bd136fde,1f07272f0b0f070c,206,183,9265,71.836437,33.775325,98.535152,exact-d549bf11dbb2,near-d6b1e3bf3af6,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
af65ce3535a5af188599,test/images/17743422235331845.jpg,test,1,,,,,,,,a321683899d3331cfd3c1aaac6d90c1333359097dbd6cc622a2b33b8cb14ba6c,1f07272f0b0f070c,205,182,9394,72.367971,33.745215,93.470257,exact-9bfc03eaf49e,near-d6b1e3bf3af6,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
56f51d20b06a0e212a76,test/images/17743422239311216.jpg,test,1,,,,,,,,b49e832ea0bb223ed804fa8ecabe31fbf7e5cc57de052bd01f3c8ae188cf8d0b,1f07272e0b0f0704,206,183,9163,72.207438,34.371636,96.741682,exact-0d6c90d0f8fd,near-d6b1e3bf3af6,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
dae8ff8c6a56482844e2,test/images/177434222407275.jpg,test,1,,,,,,,,e71e6486e5a62b96c7c157b8d159835a402393cf1f79aa1271b82f0ed42858b7,0f07472e0b0f0706,203,181,9214,72.686335,34.732455,90.816272,exact-53fa3fcc40a2,near-d6b1e3bf3af6,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
827ece596442d68e00d2,test/images/17743422241631615.jpg,test,1,,,,,,,,76eaf5f3e2453172bcddf573ece5f4ccb963a239c31ea90e72348de8028574d7,1f07474b490f0d03,179,159,7089,77.253891,32.054860,55.092194,exact-31835f1ef0c2,near-bcdc1f9253a1,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
12f6914f84e9c7b64693,test/images/17743422243310966.jpg,test,1,,,,,,,,21d704677a59cc531bffa1e3ed99acfcbb4af7e3211a6e4502387a1abe2114c5,0f07434b490f0b02,176,157,7163,73.532680,32.861396,73.138344,exact-ecef74c11601,near-bcdc1f9253a1,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
ce3a888e7411c96d1170,test/images/17743422246335318.jpg,test,1,,,,,,,,ef28ed7d2b5a06e97a53b68fdcf812f32e8c1c891b075b3b1af79a74179a3b1f,1f070343590b0b02,171,152,6799,73.311904,32.565160,75.842287,exact-3140cf967c90,near-bcdc1f9253a1,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
ee534b64f4a6f2d9a93b,test/images/17743422247339442.jpg,test,1,,,,,,,,5034c51f81c84beff52c1e1dcce61c7f241917df485beb2ac134f3aed9ab0c69,1f070743590b0b02,172,153,7010,72.382201,33.147872,83.087814,exact-6709bd9555f0,near-bcdc1f9253a1,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
675638c60822c8326004,test/images/17743422249584465.jpg,test,1,,,,,,,,3bd814f440bfcedc69d854415691f580aa19d4cac55a1ef3fc094c14e52a0de2,1f070743190b0b02,168,150,6498,73.248095,32.242141,68.398588,exact-3ff758eb3eb6,near-bcdc1f9253a1,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
92a328508bec215c4aae,test/images/1774342225034836.jpg,test,1,,,,,,,,5d0f520be0f54a549f7b4fe0d34fd1d533f97b7a23ce05a4489f9af740c6f984,1f070743190b0b02,167,148,6455,73.961442,31.635590,62.204491,exact-607e37279a0b,near-bcdc1f9253a1,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
41dacecb71dee4b4c91f,test/images/1774342225565547.jpg,test,1,,,,,,,,5e444736ca57817222df6e5a85190d623c28c277b2aaa8dab35a2b3f1ba75b7f,8f87076b0f070daa,195,174,9037,70.553876,37.068193,69.050673,exact-d960a8f3c3ed,near-9152d346fc25,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
71c309ad4a953506011c,test/images/17743422256510184.jpg,test,1,,,,,,,,2791e0a02e1f505e7442aec39b806b9a5ad9321135ea7555726a2e31e23b3805,8f87474b0f070fba,202,180,9502,70.576540,36.940485,68.996425,exact-774f9ee40100,near-9152d346fc25,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
c6b70b75216744653b97,test/images/17743422257640162.jpg,test,1,,,,,,,,3c82a0ae992aaa907f79a5076b85425098a710111ee45c3a5687eeeea0e2af26,9f8f070b0f070fb8,207,184,9661,70.165170,37.164530,83.106881,exact-e0d555ea665d,near-9152d346fc25,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
66eb38da978c74ce445d,test/images/1774342226010666.jpg,test,1,,,,,,,,4f3a7f5066af5af30109f7cb9ccf0fdbe0fb675f30f65d3a6d444d27c542e619,9f87072b0e070fbc,213,189,9901,69.504111,37.612930,71.832302,exact-05db80adc979,near-9152d346fc25,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
2f8b88e2d72f5e046ac2,test/images/17743422264919896.jpg,test,1,,,,,,,,3868010c80c6442e60f3a66913770db4b0a7ccad7448f57446c14755eee67d18,070723031b1a1f0f,205,182,8909,70.981453,35.515328,69.091055,exact-5c1f90232a5c,near-3426653b7cea,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
